Feature,Method,Cost Function,Number of Changepoints,Minimum Gap Between Changepoints,Penalty,Window Size,Position
RIC,Bottom-up,l1,4,8,N/A,N/A,60
RIC,Bottom-up,l1,4,8,N/A,N/A,69
RIC,PELT,l1,N/A,9,0.2,N/A,30
RIC,PELT,l1,N/A,9,0.2,N/A,45
RIC,PELT,l1,N/A,9,0.2,N/A,55
RIC,PELT,l1,N/A,9,0.2,N/A,69
RIC,PELT,l1,N/A,9,0.65,N/A,30
RIC,PELT,l1,N/A,9,0.65,N/A,45
RIC,PELT,l1,N/A,9,0.65,N/A,55
RIC,PELT,l1,N/A,9,0.65,N/A,69
RIC,PELT,l1,N/A,9,1.1,N/A,45
RIC,PELT,l1,N/A,9,1.1,N/A,69
RIC,PELT,l1,N/A,9,1.55,N/A,45
RIC,PELT,l1,N/A,9,1.55,N/A,69
RIC,PELT,l1,N/A,9,2.0,N/A,45
RIC,PELT,l1,N/A,9,2.0,N/A,69
RIC,Bottom-up,l1,False,9,N/A,N/A,50
RIC,Bottom-up,l1,False,9,N/A,N/A,69
RIC,Bottom-up,l1,1,9,N/A,N/A,50
RIC,Bottom-up,l1,1,9,N/A,N/A,69
RIC,Bottom-up,l1,2,9,N/A,N/A,35
RIC,Bottom-up,l1,2,9,N/A,N/A,50
RIC,Bottom-up,l1,2,9,N/A,N/A,69
RIC,Bottom-up,l1,3,9,N/A,N/A,15
RIC,Bottom-up,l1,3,9,N/A,N/A,35
RIC,Bottom-up,l1,3,9,N/A,N/A,50
RIC,Bottom-up,l1,3,9,N/A,N/A,69
RIC,Bottom-up,l1,4,9,N/A,N/A,15
RIC,Bottom-up,l1,4,9,N/A,N/A,35
RIC,Bottom-up,l1,4,9,N/A,N/A,50
RIC,Bottom-up,l1,4,9,N/A,N/A,60
RIC,Bottom-up,l1,4,9,N/A,N/A,69
RIC,PELT,l1,N/A,10,0.2,N/A,30
RIC,PELT,l1,N/A,10,0.2,N/A,45
RIC,PELT,l1,N/A,10,0.2,N/A,55
RIC,PELT,l1,N/A,10,0.2,N/A,69
RIC,PELT,l1,N/A,10,0.65,N/A,30
RIC,PELT,l1,N/A,10,0.65,N/A,45
RIC,PELT,l1,N/A,10,0.65,N/A,55
RIC,PELT,l1,N/A,10,0.65,N/A,69
RIC,PELT,l1,N/A,10,1.1,N/A,45
RIC,PELT,l1,N/A,10,1.1,N/A,69
RIC,PELT,l1,N/A,10,1.55,N/A,45
RIC,PELT,l1,N/A,10,1.55,N/A,69
RIC,PELT,l1,N/A,10,2.0,N/A,45
RIC,PELT,l1,N/A,10,2.0,N/A,69
RIC,Bottom-up,l1,False,10,N/A,N/A,50
RIC,Bottom-up,l1,False,10,N/A,N/A,69
RIC,Bottom-up,l1,1,10,N/A,N/A,50
RIC,Bottom-up,l1,1,10,N/A,N/A,69
RIC,Bottom-up,l1,2,10,N/A,N/A,35
RIC,Bottom-up,l1,2,10,N/A,N/A,50
RIC,Bottom-up,l1,2,10,N/A,N/A,69
RIC,Bottom-up,l1,3,10,N/A,N/A,15
RIC,Bottom-up,l1,3,10,N/A,N/A,35
RIC,Bottom-up,l1,3,10,N/A,N/A,50
RIC,Bottom-up,l1,3,10,N/A,N/A,69
RIC,Bottom-up,l1,4,10,N/A,N/A,15
RIC,Bottom-up,l1,4,10,N/A,N/A,25
RIC,Bottom-up,l1,4,10,N/A,N/A,35
RIC,Bottom-up,l1,4,10,N/A,N/A,50
RIC,Bottom-up,l1,4,10,N/A,N/A,69
RIC,Window,l1,False,N/A,4.23410650459726,4,69
RIC,Window,l1,1,N/A,4.23410650459726,4,20
RIC,Window,l1,1,N/A,4.23410650459726,4,69
RIC,Window,l1,2,N/A,4.23410650459726,4,20
RIC,Window,l1,2,N/A,4.23410650459726,4,55
RIC,Window,l1,2,N/A,4.23410650459726,4,69
RIC,Window,l1,3,N/A,4.23410650459726,4,20
RIC,Window,l1,3,N/A,4.23410650459726,4,55
RIC,Window,l1,3,N/A,4.23410650459726,4,65
RIC,Window,l1,3,N/A,4.23410650459726,4,69
RIC,Window,l1,4,N/A,4.23410650459726,4,20
RIC,Window,l1,4,N/A,4.23410650459726,4,30
RIC,Window,l1,4,N/A,4.23410650459726,4,55
RIC,Window,l1,4,N/A,4.23410650459726,4,65
RIC,Window,l1,4,N/A,4.23410650459726,4,69
RIC,Window,l1,False,N/A,4.23410650459726,6,45
RIC,Window,l1,False,N/A,4.23410650459726,6,69
RIC,Window,l1,1,N/A,4.23410650459726,6,45
RIC,Window,l1,1,N/A,4.23410650459726,6,69
RIC,Window,l1,2,N/A,4.23410650459726,6,45
RIC,Window,l1,2,N/A,4.23410650459726,6,65
RIC,Window,l1,2,N/A,4.23410650459726,6,69
RIC,Window,l1,3,N/A,4.23410650459726,6,30
RIC,Window,l1,3,N/A,4.23410650459726,6,45
RIC,Window,l1,3,N/A,4.23410650459726,6,65
RIC,Window,l1,3,N/A,4.23410650459726,6,69
RIC,Window,l1,4,N/A,4.23410650459726,6,20
RIC,Window,l1,4,N/A,4.23410650459726,6,30
RIC,Window,l1,4,N/A,4.23410650459726,6,45
RIC,Window,l1,4,N/A,4.23410650459726,6,65
RIC,Window,l1,4,N/A,4.23410650459726,6,69
RIC,Window,l1,False,N/A,4.23410650459726,8,45
RIC,Window,l1,False,N/A,4.23410650459726,8,69
RIC,Window,l1,1,N/A,4.23410650459726,8,45
RIC,Window,l1,1,N/A,4.23410650459726,8,69
RIC,Window,l1,2,N/A,4.23410650459726,8,30
RIC,Window,l1,2,N/A,4.23410650459726,8,45
RIC,Window,l1,2,N/A,4.23410650459726,8,69
RIC,Window,l1,3,N/A,4.23410650459726,8,30
RIC,Window,l1,3,N/A,4.23410650459726,8,45
RIC,Window,l1,3,N/A,4.23410650459726,8,55
RIC,Window,l1,3,N/A,4.23410650459726,8,69
RIC,Window,l1,4,N/A,4.23410650459726,8,5
RIC,Window,l1,4,N/A,4.23410650459726,8,30
RIC,Window,l1,4,N/A,4.23410650459726,8,45
RIC,Window,l1,4,N/A,4.23410650459726,8,55
RIC,Window,l1,4,N/A,4.23410650459726,8,69
RIC,Window,l1,False,N/A,4.23410650459726,10,45
RIC,Window,l1,False,N/A,4.23410650459726,10,69
RIC,Window,l1,1,N/A,4.23410650459726,10,45
RIC,Window,l1,1,N/A,4.23410650459726,10,69
RIC,Window,l1,2,N/A,4.23410650459726,10,30
RIC,Window,l1,2,N/A,4.23410650459726,10,45
RIC,Window,l1,2,N/A,4.23410650459726,10,69
RIC,Window,l1,3,N/A,4.23410650459726,10,30
RIC,Window,l1,3,N/A,4.23410650459726,10,45
RIC,Window,l1,3,N/A,4.23410650459726,10,55
RIC,Window,l1,3,N/A,4.23410650459726,10,69
RIC,Window,l1,4,N/A,4.23410650459726,10,5
RIC,Window,l1,4,N/A,4.23410650459726,10,30
RIC,Window,l1,4,N/A,4.23410650459726,10,45
RIC,Window,l1,4,N/A,4.23410650459726,10,55
RIC,Window,l1,4,N/A,4.23410650459726,10,69
RIC,Window,l1,False,N/A,4.23410650459726,12,45
RIC,Window,l1,False,N/A,4.23410650459726,12,69
RIC,Window,l1,1,N/A,4.23410650459726,12,45
RIC,Window,l1,1,N/A,4.23410650459726,12,69
RIC,Window,l1,2,N/A,4.23410650459726,12,30
RIC,Window,l1,2,N/A,4.23410650459726,12,45
RIC,Window,l1,2,N/A,4.23410650459726,12,69
RIC,Window,l1,3,N/A,4.23410650459726,12,10
RIC,Window,l1,3,N/A,4.23410650459726,12,30
RIC,Window,l1,3,N/A,4.23410650459726,12,45
RIC,Window,l1,3,N/A,4.23410650459726,12,69
RIC,Window,l1,4,N/A,4.23410650459726,12,10
RIC,Window,l1,4,N/A,4.23410650459726,12,30
RIC,Window,l1,4,N/A,4.23410650459726,12,45
RIC,Window,l1,4,N/A,4.23410650459726,12,69
RIC,Window,l1,False,N/A,4.23410650459726,14,45
RIC,Window,l1,False,N/A,4.23410650459726,14,69
RIC,Window,l1,1,N/A,4.23410650459726,14,45
RIC,Window,l1,1,N/A,4.23410650459726,14,69
RIC,Window,l1,2,N/A,4.23410650459726,14,30
RIC,Window,l1,2,N/A,4.23410650459726,14,45
RIC,Window,l1,2,N/A,4.23410650459726,14,69
RIC,Window,l1,3,N/A,4.23410650459726,14,10
RIC,Window,l1,3,N/A,4.23410650459726,14,30
RIC,Window,l1,3,N/A,4.23410650459726,14,45
RIC,Window,l1,3,N/A,4.23410650459726,14,69
RIC,Window,l1,4,N/A,4.23410650459726,14,10
RIC,Window,l1,4,N/A,4.23410650459726,14,30
RIC,Window,l1,4,N/A,4.23410650459726,14,45
RIC,Window,l1,4,N/A,4.23410650459726,14,69
RIC,PELT,l2,N/A,5,0.2,N/A,45
RIC,PELT,l2,N/A,5,0.2,N/A,69
RIC,PELT,l2,N/A,5,0.65,N/A,45
RIC,PELT,l2,N/A,5,0.65,N/A,69
RIC,PELT,l2,N/A,5,1.1,N/A,45
RIC,PELT,l2,N/A,5,1.1,N/A,69
RIC,PELT,l2,N/A,5,1.55,N/A,45
RIC,PELT,l2,N/A,5,1.55,N/A,69
RIC,PELT,l2,N/A,5,2.0,N/A,45
RIC,PELT,l2,N/A,5,2.0,N/A,69
RIC,Bottom-up,l2,False,5,N/A,N/A,45
RIC,Bottom-up,l2,False,5,N/A,N/A,69
RIC,Bottom-up,l2,1,5,N/A,N/A,45
RIC,Bottom-up,l2,1,5,N/A,N/A,69
RIC,Bottom-up,l2,2,5,N/A,N/A,45
RIC,Bottom-up,l2,2,5,N/A,N/A,55
RIC,Bottom-up,l2,2,5,N/A,N/A,69
RIC,Bottom-up,l2,3,5,N/A,N/A,30
RIC,Bottom-up,l2,3,5,N/A,N/A,45
RIC,Bottom-up,l2,3,5,N/A,N/A,55
RIC,Bottom-up,l2,3,5,N/A,N/A,69
RIC,Bottom-up,l2,4,5,N/A,N/A,5
RIC,Bottom-up,l2,4,5,N/A,N/A,30
RIC,Bottom-up,l2,4,5,N/A,N/A,45
RIC,Bottom-up,l2,4,5,N/A,N/A,55
RIC,Bottom-up,l2,4,5,N/A,N/A,69
RIC,PELT,l2,N/A,6,0.2,N/A,45
RIC,PELT,l2,N/A,6,0.2,N/A,69
RIC,PELT,l2,N/A,6,0.65,N/A,45
RIC,PELT,l2,N/A,6,0.65,N/A,69
RIC,PELT,l2,N/A,6,1.1,N/A,45
RIC,PELT,l2,N/A,6,1.1,N/A,69
RIC,PELT,l2,N/A,6,1.55,N/A,45
RIC,PELT,l2,N/A,6,1.55,N/A,69
RIC,PELT,l2,N/A,6,2.0,N/A,45
RIC,PELT,l2,N/A,6,2.0,N/A,69
RIC,Bottom-up,l2,False,6,N/A,N/A,50
RIC,Bottom-up,l2,False,6,N/A,N/A,69
RIC,Bottom-up,l2,1,6,N/A,N/A,50
RIC,Bottom-up,l2,1,6,N/A,N/A,69
RIC,Bottom-up,l2,2,6,N/A,N/A,35
RIC,Bottom-up,l2,2,6,N/A,N/A,50
RIC,Bottom-up,l2,2,6,N/A,N/A,69
RIC,Bottom-up,l2,3,6,N/A,N/A,35
RIC,Bottom-up,l2,3,6,N/A,N/A,50
RIC,Bottom-up,l2,3,6,N/A,N/A,60
RIC,Bottom-up,l2,3,6,N/A,N/A,69
RIC,Bottom-up,l2,4,6,N/A,N/A,15
RIC,Bottom-up,l2,4,6,N/A,N/A,35
RIC,Bottom-up,l2,4,6,N/A,N/A,50
RIC,Bottom-up,l2,4,6,N/A,N/A,60
RIC,Bottom-up,l2,4,6,N/A,N/A,69
RIC,PELT,l2,N/A,7,0.2,N/A,45
RIC,PELT,l2,N/A,7,0.2,N/A,69
RIC,PELT,l2,N/A,7,0.65,N/A,45
RIC,PELT,l2,N/A,7,0.65,N/A,69
RIC,PELT,l2,N/A,7,1.1,N/A,45
RIC,PELT,l2,N/A,7,1.1,N/A,69
RIC,PELT,l2,N/A,7,1.55,N/A,45
RIC,PELT,l2,N/A,7,1.55,N/A,69
RIC,PELT,l2,N/A,7,2.0,N/A,45
RIC,PELT,l2,N/A,7,2.0,N/A,69
RIC,Bottom-up,l2,False,7,N/A,N/A,50
RIC,Bottom-up,l2,False,7,N/A,N/A,69
RIC,Bottom-up,l2,1,7,N/A,N/A,50
RIC,Bottom-up,l2,1,7,N/A,N/A,69
RIC,Bottom-up,l2,2,7,N/A,N/A,35
RIC,Bottom-up,l2,2,7,N/A,N/A,50
RIC,Bottom-up,l2,2,7,N/A,N/A,69
RIC,Bottom-up,l2,3,7,N/A,N/A,35
RIC,Bottom-up,l2,3,7,N/A,N/A,50
RIC,Bottom-up,l2,3,7,N/A,N/A,60
RIC,Bottom-up,l2,3,7,N/A,N/A,69
RIC,Bottom-up,l2,4,7,N/A,N/A,15
RIC,Bottom-up,l2,4,7,N/A,N/A,35
RIC,Bottom-up,l2,4,7,N/A,N/A,50
RIC,Bottom-up,l2,4,7,N/A,N/A,60
RIC,Bottom-up,l2,4,7,N/A,N/A,69
RIC,PELT,l2,N/A,8,0.2,N/A,45
RIC,PELT,l2,N/A,8,0.2,N/A,69
RIC,PELT,l2,N/A,8,0.65,N/A,45
RIC,PELT,l2,N/A,8,0.65,N/A,69
RIC,PELT,l2,N/A,8,1.1,N/A,45
RIC,PELT,l2,N/A,8,1.1,N/A,69
RIC,PELT,l2,N/A,8,1.55,N/A,45
RIC,PELT,l2,N/A,8,1.55,N/A,69
RIC,PELT,l2,N/A,8,2.0,N/A,45
RIC,PELT,l2,N/A,8,2.0,N/A,69
RIC,Bottom-up,l2,False,8,N/A,N/A,50
RIC,Bottom-up,l2,False,8,N/A,N/A,69
RIC,Bottom-up,l2,1,8,N/A,N/A,50
RIC,Bottom-up,l2,1,8,N/A,N/A,69
RIC,Bottom-up,l2,2,8,N/A,N/A,35
RIC,Bottom-up,l2,2,8,N/A,N/A,50
RIC,Bottom-up,l2,2,8,N/A,N/A,69
RIC,Bottom-up,l2,3,8,N/A,N/A,35
RIC,Bottom-up,l2,3,8,N/A,N/A,50
RIC,Bottom-up,l2,3,8,N/A,N/A,60
RIC,Bottom-up,l2,3,8,N/A,N/A,69
RIC,Bottom-up,l2,4,8,N/A,N/A,15
RIC,Bottom-up,l2,4,8,N/A,N/A,35
RIC,Bottom-up,l2,4,8,N/A,N/A,50
RIC,Bottom-up,l2,4,8,N/A,N/A,60
RIC,Bottom-up,l2,4,8,N/A,N/A,69
RIC,PELT,l2,N/A,9,0.2,N/A,45
RIC,PELT,l2,N/A,9,0.2,N/A,69
RIC,PELT,l2,N/A,9,0.65,N/A,45
RIC,PELT,l2,N/A,9,0.65,N/A,69
RIC,PELT,l2,N/A,9,1.1,N/A,45
RIC,PELT,l2,N/A,9,1.1,N/A,69
RIC,PELT,l2,N/A,9,1.55,N/A,45
RIC,PELT,l2,N/A,9,1.55,N/A,69
RIC,PELT,l2,N/A,9,2.0,N/A,45
RIC,PELT,l2,N/A,9,2.0,N/A,69
RIC,Bottom-up,l2,False,9,N/A,N/A,50
RIC,Bottom-up,l2,False,9,N/A,N/A,69
RIC,Bottom-up,l2,1,9,N/A,N/A,50
RIC,Bottom-up,l2,1,9,N/A,N/A,69
RIC,Bottom-up,l2,2,9,N/A,N/A,35
RIC,Bottom-up,l2,2,9,N/A,N/A,50
RIC,Bottom-up,l2,2,9,N/A,N/A,69
RIC,Bottom-up,l2,3,9,N/A,N/A,35
RIC,Bottom-up,l2,3,9,N/A,N/A,50
RIC,Bottom-up,l2,3,9,N/A,N/A,60
RIC,Bottom-up,l2,3,9,N/A,N/A,69
RIC,Bottom-up,l2,4,9,N/A,N/A,15
RIC,Bottom-up,l2,4,9,N/A,N/A,35
RIC,Bottom-up,l2,4,9,N/A,N/A,50
RIC,Bottom-up,l2,4,9,N/A,N/A,60
RIC,Bottom-up,l2,4,9,N/A,N/A,69
RIC,PELT,l2,N/A,10,0.2,N/A,45
RIC,PELT,l2,N/A,10,0.2,N/A,69
RIC,PELT,l2,N/A,10,0.65,N/A,45
RIC,PELT,l2,N/A,10,0.65,N/A,69
RIC,PELT,l2,N/A,10,1.1,N/A,45
RIC,PELT,l2,N/A,10,1.1,N/A,69
RIC,PELT,l2,N/A,10,1.55,N/A,45
RIC,PELT,l2,N/A,10,1.55,N/A,69
RIC,PELT,l2,N/A,10,2.0,N/A,45
RIC,PELT,l2,N/A,10,2.0,N/A,69
RIC,Bottom-up,l2,False,10,N/A,N/A,50
RIC,Bottom-up,l2,False,10,N/A,N/A,69
RIC,Bottom-up,l2,1,10,N/A,N/A,50
RIC,Bottom-up,l2,1,10,N/A,N/A,69
RIC,Bottom-up,l2,2,10,N/A,N/A,35
RIC,Bottom-up,l2,2,10,N/A,N/A,50
RIC,Bottom-up,l2,2,10,N/A,N/A,69
RIC,Bottom-up,l2,3,10,N/A,N/A,15
RIC,Bottom-up,l2,3,10,N/A,N/A,35
RIC,Bottom-up,l2,3,10,N/A,N/A,50
RIC,Bottom-up,l2,3,10,N/A,N/A,69
RIC,Bottom-up,l2,4,10,N/A,N/A,15
RIC,Bottom-up,l2,4,10,N/A,N/A,25
RIC,Bottom-up,l2,4,10,N/A,N/A,35
RIC,Bottom-up,l2,4,10,N/A,N/A,50
RIC,Bottom-up,l2,4,10,N/A,N/A,69
RIC,Window,l2,False,N/A,4.23410650459726,4,45
RIC,Window,l2,False,N/A,4.23410650459726,4,69
RIC,Window,l2,1,N/A,4.23410650459726,4,45
RIC,Window,l2,1,N/A,4.23410650459726,4,69
RIC,Window,l2,2,N/A,4.23410650459726,4,20
RIC,Window,l2,2,N/A,4.23410650459726,4,45
RIC,Window,l2,2,N/A,4.23410650459726,4,69
RIC,Window,l2,3,N/A,4.23410650459726,4,20
RIC,Window,l2,3,N/A,4.23410650459726,4,45
RIC,Window,l2,3,N/A,4.23410650459726,4,55
RIC,Window,l2,3,N/A,4.23410650459726,4,69
RIC,Window,l2,4,N/A,4.23410650459726,4,20
RIC,Window,l2,4,N/A,4.23410650459726,4,45
RIC,Window,l2,4,N/A,4.23410650459726,4,55
RIC,Window,l2,4,N/A,4.23410650459726,4,69
RIC,Window,l2,False,N/A,4.23410650459726,6,45
RIC,Window,l2,False,N/A,4.23410650459726,6,69
RIC,Window,l2,1,N/A,4.23410650459726,6,45
RIC,Window,l2,1,N/A,4.23410650459726,6,69
RIC,Window,l2,2,N/A,4.23410650459726,6,30
RIC,Window,l2,2,N/A,4.23410650459726,6,45
RIC,Window,l2,2,N/A,4.23410650459726,6,69
RIC,Window,l2,3,N/A,4.23410650459726,6,30
RIC,Window,l2,3,N/A,4.23410650459726,6,45
RIC,Window,l2,3,N/A,4.23410650459726,6,65
RIC,Window,l2,3,N/A,4.23410650459726,6,69
RIC,Window,l2,4,N/A,4.23410650459726,6,30
RIC,Window,l2,4,N/A,4.23410650459726,6,45
RIC,Window,l2,4,N/A,4.23410650459726,6,55
RIC,Window,l2,4,N/A,4.23410650459726,6,65
RIC,Window,l2,4,N/A,4.23410650459726,6,69
RIC,Window,l2,False,N/A,4.23410650459726,8,45
RIC,Window,l2,False,N/A,4.23410650459726,8,69
RIC,Window,l2,1,N/A,4.23410650459726,8,45
RIC,Window,l2,1,N/A,4.23410650459726,8,69
RIC,Window,l2,2,N/A,4.23410650459726,8,5
RIC,Window,l2,2,N/A,4.23410650459726,8,45
RIC,Window,l2,2,N/A,4.23410650459726,8,69
RIC,Window,l2,3,N/A,4.23410650459726,8,5
RIC,Window,l2,3,N/A,4.23410650459726,8,30
RIC,Window,l2,3,N/A,4.23410650459726,8,45
RIC,Window,l2,3,N/A,4.23410650459726,8,69
RIC,Window,l2,4,N/A,4.23410650459726,8,5
RIC,Window,l2,4,N/A,4.23410650459726,8,30
RIC,Window,l2,4,N/A,4.23410650459726,8,45
RIC,Window,l2,4,N/A,4.23410650459726,8,55
RIC,Window,l2,4,N/A,4.23410650459726,8,69
RIC,Window,l2,False,N/A,4.23410650459726,10,45
RIC,Window,l2,False,N/A,4.23410650459726,10,69
RIC,Window,l2,1,N/A,4.23410650459726,10,45
RIC,Window,l2,1,N/A,4.23410650459726,10,69
RIC,Window,l2,2,N/A,4.23410650459726,10,5
RIC,Window,l2,2,N/A,4.23410650459726,10,45
RIC,Window,l2,2,N/A,4.23410650459726,10,69
RIC,Window,l2,3,N/A,4.23410650459726,10,5
RIC,Window,l2,3,N/A,4.23410650459726,10,45
RIC,Window,l2,3,N/A,4.23410650459726,10,55
RIC,Window,l2,3,N/A,4.23410650459726,10,69
RIC,Window,l2,4,N/A,4.23410650459726,10,5
RIC,Window,l2,4,N/A,4.23410650459726,10,30
RIC,Window,l2,4,N/A,4.23410650459726,10,45
RIC,Window,l2,4,N/A,4.23410650459726,10,55
RIC,Window,l2,4,N/A,4.23410650459726,10,69
RIC,Window,l2,False,N/A,4.23410650459726,12,45
RIC,Window,l2,False,N/A,4.23410650459726,12,69
RIC,Window,l2,1,N/A,4.23410650459726,12,45
RIC,Window,l2,1,N/A,4.23410650459726,12,69
RIC,Window,l2,2,N/A,4.23410650459726,12,10
RIC,Window,l2,2,N/A,4.23410650459726,12,45
RIC,Window,l2,2,N/A,4.23410650459726,12,69
RIC,Window,l2,3,N/A,4.23410650459726,12,10
RIC,Window,l2,3,N/A,4.23410650459726,12,30
RIC,Window,l2,3,N/A,4.23410650459726,12,45
RIC,Window,l2,3,N/A,4.23410650459726,12,69
RIC,Window,l2,4,N/A,4.23410650459726,12,10
RIC,Window,l2,4,N/A,4.23410650459726,12,30
RIC,Window,l2,4,N/A,4.23410650459726,12,45
RIC,Window,l2,4,N/A,4.23410650459726,12,69
RIC,Window,l2,False,N/A,4.23410650459726,14,45
RIC,Window,l2,False,N/A,4.23410650459726,14,69
RIC,Window,l2,1,N/A,4.23410650459726,14,45
RIC,Window,l2,1,N/A,4.23410650459726,14,69
RIC,Window,l2,2,N/A,4.23410650459726,14,10
RIC,Window,l2,2,N/A,4.23410650459726,14,45
RIC,Window,l2,2,N/A,4.23410650459726,14,69
RIC,Window,l2,3,N/A,4.23410650459726,14,10
RIC,Window,l2,3,N/A,4.23410650459726,14,30
RIC,Window,l2,3,N/A,4.23410650459726,14,45
RIC,Window,l2,3,N/A,4.23410650459726,14,69
RIC,Window,l2,4,N/A,4.23410650459726,14,10
RIC,Window,l2,4,N/A,4.23410650459726,14,30
RIC,Window,l2,4,N/A,4.23410650459726,14,45
RIC,Window,l2,4,N/A,4.23410650459726,14,69
Multivariate,PELT,l1,N/A,5,0.2,N/A,5
Multivariate,PELT,l1,N/A,5,0.2,N/A,10
Multivariate,PELT,l1,N/A,5,0.2,N/A,15
Multivariate,PELT,l1,N/A,5,0.2,N/A,20
Multivariate,PELT,l1,N/A,5,0.2,N/A,25
Multivariate,PELT,l1,N/A,5,0.2,N/A,30
Multivariate,PELT,l1,N/A,5,0.2,N/A,35
Multivariate,PELT,l1,N/A,5,0.2,N/A,40
Multivariate,PELT,l1,N/A,5,0.2,N/A,45
Multivariate,PELT,l1,N/A,5,0.2,N/A,50
Multivariate,PELT,l1,N/A,5,0.2,N/A,55
Multivariate,PELT,l1,N/A,5,0.2,N/A,60
Multivariate,PELT,l1,N/A,5,0.2,N/A,69
Multivariate,PELT,l1,N/A,5,0.65,N/A,5
Multivariate,PELT,l1,N/A,5,0.65,N/A,10
Multivariate,PELT,l1,N/A,5,0.65,N/A,20
Multivariate,PELT,l1,N/A,5,0.65,N/A,25
Multivariate,PELT,l1,N/A,5,0.65,N/A,30
Multivariate,PELT,l1,N/A,5,0.65,N/A,40
Multivariate,PELT,l1,N/A,5,0.65,N/A,45
Multivariate,PELT,l1,N/A,5,0.65,N/A,50
Multivariate,PELT,l1,N/A,5,0.65,N/A,55
Multivariate,PELT,l1,N/A,5,0.65,N/A,60
Multivariate,PELT,l1,N/A,5,0.65,N/A,69
Multivariate,PELT,l1,N/A,5,1.1,N/A,5
Multivariate,PELT,l1,N/A,5,1.1,N/A,10
Multivariate,PELT,l1,N/A,5,1.1,N/A,20
Multivariate,PELT,l1,N/A,5,1.1,N/A,25
Multivariate,PELT,l1,N/A,5,1.1,N/A,30
Multivariate,PELT,l1,N/A,5,1.1,N/A,40
Multivariate,PELT,l1,N/A,5,1.1,N/A,45
Multivariate,PELT,l1,N/A,5,1.1,N/A,50
Multivariate,PELT,l1,N/A,5,1.1,N/A,55
Multivariate,PELT,l1,N/A,5,1.1,N/A,60
Multivariate,PELT,l1,N/A,5,1.1,N/A,69
Multivariate,PELT,l1,N/A,5,1.55,N/A,5
Multivariate,PELT,l1,N/A,5,1.55,N/A,10
Multivariate,PELT,l1,N/A,5,1.55,N/A,25
Multivariate,PELT,l1,N/A,5,1.55,N/A,30
Multivariate,PELT,l1,N/A,5,1.55,N/A,45
Multivariate,PELT,l1,N/A,5,1.55,N/A,50
Multivariate,PELT,l1,N/A,5,1.55,N/A,55
Multivariate,PELT,l1,N/A,5,1.55,N/A,69
Multivariate,PELT,l1,N/A,5,2.0,N/A,10
Multivariate,PELT,l1,N/A,5,2.0,N/A,30
Multivariate,PELT,l1,N/A,5,2.0,N/A,45
Multivariate,PELT,l1,N/A,5,2.0,N/A,50
Multivariate,PELT,l1,N/A,5,2.0,N/A,55
Multivariate,PELT,l1,N/A,5,2.0,N/A,69
Multivariate,Bottom-up,l1,False,5,N/A,N/A,30
Multivariate,Bottom-up,l1,False,5,N/A,N/A,45
Multivariate,Bottom-up,l1,False,5,N/A,N/A,69
Multivariate,Bottom-up,l1,1,5,N/A,N/A,45
Multivariate,Bottom-up,l1,1,5,N/A,N/A,69
Multivariate,Bottom-up,l1,2,5,N/A,N/A,30
Multivariate,Bottom-up,l1,2,5,N/A,N/A,45
Multivariate,Bottom-up,l1,2,5,N/A,N/A,69
Multivariate,Bottom-up,l1,3,5,N/A,N/A,5
Multivariate,Bottom-up,l1,3,5,N/A,N/A,30
Multivariate,Bottom-up,l1,3,5,N/A,N/A,45
Multivariate,Bottom-up,l1,3,5,N/A,N/A,69
Multivariate,Bottom-up,l1,4,5,N/A,N/A,5
Multivariate,Bottom-up,l1,4,5,N/A,N/A,30
Multivariate,Bottom-up,l1,4,5,N/A,N/A,45
Multivariate,Bottom-up,l1,4,5,N/A,N/A,50
Multivariate,Bottom-up,l1,4,5,N/A,N/A,69
Multivariate,PELT,l1,N/A,6,0.2,N/A,10
Multivariate,PELT,l1,N/A,6,0.2,N/A,25
Multivariate,PELT,l1,N/A,6,0.2,N/A,35
Multivariate,PELT,l1,N/A,6,0.2,N/A,45
Multivariate,PELT,l1,N/A,6,0.2,N/A,55
Multivariate,PELT,l1,N/A,6,0.2,N/A,69
Multivariate,PELT,l1,N/A,6,0.65,N/A,10
Multivariate,PELT,l1,N/A,6,0.65,N/A,25
Multivariate,PELT,l1,N/A,6,0.65,N/A,35
Multivariate,PELT,l1,N/A,6,0.65,N/A,45
Multivariate,PELT,l1,N/A,6,0.65,N/A,55
Multivariate,PELT,l1,N/A,6,0.65,N/A,69
Multivariate,PELT,l1,N/A,6,1.1,N/A,10
Multivariate,PELT,l1,N/A,6,1.1,N/A,30
Multivariate,PELT,l1,N/A,6,1.1,N/A,45
Multivariate,PELT,l1,N/A,6,1.1,N/A,55
Multivariate,PELT,l1,N/A,6,1.1,N/A,69
Multivariate,PELT,l1,N/A,6,1.55,N/A,10
Multivariate,PELT,l1,N/A,6,1.55,N/A,30
Multivariate,PELT,l1,N/A,6,1.55,N/A,45
Multivariate,PELT,l1,N/A,6,1.55,N/A,55
Multivariate,PELT,l1,N/A,6,1.55,N/A,69
Multivariate,PELT,l1,N/A,6,2.0,N/A,10
Multivariate,PELT,l1,N/A,6,2.0,N/A,30
Multivariate,PELT,l1,N/A,6,2.0,N/A,45
Multivariate,PELT,l1,N/A,6,2.0,N/A,55
Multivariate,PELT,l1,N/A,6,2.0,N/A,69
